client_id,nom_complet,age,revenu_mensuel,sexe,profession,adresse,date_achat,produit,achat
1218,Alfred du Briand,76,3379.9,F,autre,"62, rue Capucine Coste, 08080 Coulon",2024-10-26,A739,1
1219,Michel Becker,39,2583.19,F,comptable,"3, chemin de Prévost, 77556 Barredan",2024-11-09,C368,1
1220,Nathalie Seguin,75,3204.27,F,ingénieur,"30, rue Élise Charles, 48517 Sainte Léon",2024-10-27,B407,0
1221,Camille Fontaine,58,2485.5,F,ingénieur,"3, chemin de Lecomte, 52796 Saint Édith",2024-02-15,B536,0
1222,François Poirier Le Simon,71,3205.0,M,étudiant,"32, boulevard de Rousset, 42360 Roche-sur-Maury",2024-01-20,D194,1
1223,Patrick Chrétien du Masse,55,4931.97,F,ingénieur,"60, chemin Denise Roche, 33389 Saint Paulette-la-Forêt",2024-10-21,C386,1
1224,Lucas Turpin-Delannoy,35,2459.78,F,étudiant,"102, chemin Adélaïde Lenoir, 49628 Lebrun",2023-07-26,D148,1
1225,Mathilde Giraud,24,4241.0,M,comptable,"8, boulevard Hernandez, 73039 Picard",2023-08-18,A118,0
1226,Dorothée Guyon-Munoz,21,2493.21,F,médecin,"411, rue Lecoq, 04068 Ruiz",2025-01-04,C120,0
1227,Marc-Théophile Bernard,73,3320.27,M,enseignant,"42, avenue de Carlier, 67970 Normandnec",2025-01-05,D810,1
1228,Marguerite Pichon de la Voisin,45,3162.9,F,médecin,"189, boulevard de Gros, 10628 Sainte Michelle-les-Bains",2023-08-27,A572,1
1229,Thomas Baron,67,2084.69,M,autre,"458, chemin de Albert, 38330 Sainte Éric",2024-11-29,A279,1
1230,Benoît Martin,58,3454.04,F,médecin,"13, rue Zacharie Dubois, 13039 Bouchet",2025-02-17,C210,1
1231,Élise Humbert,75,2617.57,M,étudiant,"42, chemin Jérôme Labbé, 45997 Humbert-les-Bains",2023-11-01,A200,1
1232,Léon Bouchet,21,2914.32,M,autre,"88, avenue Jérôme Jacob, 72743 Perrier-sur-Blin",2024-10-06,C953,0
1233,Margaux Tanguy de Pages,33,3884.24,M,retraité,"34, rue Jeanne Guillou, 02780 Roussel",2025-01-24,D260,0
1234,Arthur Techer,43,3684.32,M,enseignant,"724, boulevard de Lemoine, 50570 Fournier-les-Bains",2024-01-14,A462,1
1235,Grégoire Legros,72,2956.02,F,retraité,"97, rue Lebrun, 67532 LagardeBourg",2024-07-22,A991,1
1236,Stéphane Renard,78,2847.25,M,ingénieur,"4, rue de Maréchal, 56582 Maillardboeuf",2025-04-28,C790,1
1237,Michèle Guérin-Andre,41,2421.99,M,ouvrier,"65, rue Duhamel, 24108 Pereira-sur-Allain",2024-12-11,C277,1
1238,Margot-Stéphanie Bernier,69,3224.68,M,comptable,"avenue Christine Alves, 24551 Marques",2025-06-15,C513,0
1239,Henriette Leroy,62,3229.6,F,enseignant,"12, avenue Anouk Perrier, 74893 Lambert",2023-12-22,D721,1
1240,Odette Marion de Coste,20,2888.18,M,étudiant,"45, chemin de Bruneau, 56072 Hamel",2024-02-13,C397,0
1241,Camille Marchal,40,3115.16,M,médecin,"87, chemin Édouard Rodriguez, 73748 Lebrun-sur-Mer",2024-05-24,A384,0
1242,Claude Descamps,18,3862.59,M,autre,"3, rue de Delahaye, 86120 Royer-sur-Couturier",2025-03-10,D292,0
1243,Jérôme du Carre,19,2432.01,F,autre,"81, rue Hortense Pages, 03572 Caron",2025-02-28,A532,0
1244,Stéphanie Arnaud,40,4099.82,F,ingénieur,"976, chemin de Buisson, 32648 Buisson",2025-05-23,C349,1
1245,René Hebert,41,2801.45,M,médecin,"1, boulevard Guillet, 08224 Laporte",2024-04-17,D158,0
1246,Émilie Berger du Pierre,41,2660.09,F,autre,"35, avenue Catherine Benoit, 43931 Guyon-la-Forêt",2023-10-20,B685,0
1247,Claire Marin,39,2716.19,M,ouvrier,"31, avenue François Prévost, 84962 Bouvet",2024-09-19,A212,0
1248,Odette-Frédérique Bonneau,34,2601.63,M,autre,"50, chemin Marine Vallet, 82771 VincentBourg",2023-07-23,A283,0
1249,Thérèse du Roux,50,3360.92,F,ingénieur,"57, chemin Bouvet, 50147 Poirier",2023-08-02,C101,1
1250,Luc Breton-Pereira,55,3787.6,F,autre,"11, chemin Pineau, 43976 Saint OdetteBourg",2023-08-09,B990,1
1251,Charlotte Coste-Joubert,44,1985.93,F,retraité,"24, rue Pénélope Chauvet, 12086 LaineBourg",2025-05-01,D464,0
1252,Constance Besnard de la Huet,78,4250.99,F,comptable,"78, rue Manon Descamps, 04375 Bouvet",2023-08-20,C212,1
1253,Alix Courtois,55,2850.03,F,enseignant,"16, boulevard Suzanne Texier, 03502 Pinto-sur-Mer",2025-03-20,C186,1
1254,Emmanuel Leroux,37,1409.04,M,médecin,"rue David Leduc, 45469 Royerboeuf",2025-04-27,C389,0
1255,Lucas-Hugues Payet,73,2992.42,F,ingénieur,"55, rue Simone Duval, 78668 Saint William",2025-01-06,B157,1
1256,Michel Guillon,45,3545.65,F,autre,"996, avenue Normand, 95079 Martinez",2024-07-21,B657,0
1257,Pierre Lemaire,47,2814.89,F,comptable,"10, rue Madeleine Guillet, 75008 GayVille",2024-01-17,C786,1
1258,Emmanuelle-Geneviève Ferreira,66,3219.37,F,étudiant,"chemin de Jacquet, 54520 Sainte Théophile-les-Bains",2025-06-23,A123,1
1259,Vincent Rolland,36,3007.53,M,autre,"77, boulevard de Blanchet, 33145 Traore",2024-12-30,B428,1
1260,Joseph Courtois,70,2535.77,M,ingénieur,"rue de Poirier, 41235 Moreno",2025-06-04,A507,0
1261,William Barbier,40,2965.61,M,médecin,"11, chemin Letellier, 47840 Sainte XavierBourg",2024-01-05,B670,1
1262,Pierre Leroux,53,2319.68,M,ingénieur,"70, boulevard de Gaillard, 95416 Alves",2025-06-09,B521,0
1263,Marcel Delannoy,28,2313.75,F,retraité,"750, rue Perrin, 71853 Lévêquedan",2025-01-29,B589,1
1264,Marine Dupré,66,1883.39,M,retraité,"58, rue de Bonnet, 06076 Gaillard",2023-12-21,B972,1
1265,Brigitte Lelièvre de la Carlier,20,1887.64,F,médecin,"rue Pottier, 93983 Robert",2024-05-14,D855,1
1266,Michelle-Claudine Lejeune,76,2208.49,M,retraité,"3, avenue de Faivre, 91162 WeberVille",2025-04-13,A569,1
1267,Patrick Navarro,20,4140.13,F,étudiant,"87, rue Pires, 76252 Carre",2025-03-08,A582,0
1268,Charles Le Chauvin,59,4252.56,F,enseignant,"7, boulevard Dorothée Dupuy, 90317 Andre-sur-Lecoq",2023-08-05,D774,0
1269,Jérôme du Navarro,47,1598.45,M,enseignant,"6, rue de Meunier, 00933 Lemonnierboeuf",2024-01-11,B994,0
1270,Odette Leblanc,28,2356.79,M,autre,"240, boulevard de Goncalves, 72925 Collin-sur-Jean",2023-07-31,C754,0
1271,Julien Hebert,72,3066.92,F,ouvrier,"845, rue Buisson, 01037 Saint ValérieVille",2024-09-11,B984,1
1272,Emmanuel Le Gimenez,33,1378.09,M,comptable,"5, chemin Patrick Maurice, 95912 Royboeuf",2024-10-30,C215,1
1273,Louis De Oliveira,70,2493.84,F,autre,"11, boulevard de Bernier, 32178 Roussel",2024-06-24,C852,1
1274,Lucas Lévêque,69,1814.33,F,étudiant,"1, boulevard Philippe, 57502 Macenec",2024-09-01,D571,1
1275,Xavier Adam de Pons,62,3992.14,F,ingénieur,"843, boulevard Nicolas Colin, 50504 Massedan",2024-01-13,B477,0
1276,Jeannine Hamon de Lefèvre,31,2523.29,F,autre,"16, avenue de Étienne, 85914 Rémy",2024-04-02,A283,1
1277,Aimée Paris,71,1797.43,F,médecin,"9, rue Gautier, 05276 Sainte Williamdan",2023-07-28,C967,0
1278,Manon Lefèvre-Léger,75,2052.9,F,comptable,"2, chemin Bourgeois, 80821 LambertBourg",2023-12-30,A825,1
1279,Robert-Benoît Martineau,76,2101.24,M,étudiant,"1, rue Sophie Bonnet, 52288 Nicolasdan",2025-05-24,B864,1
1280,Corinne-Nicole Gonzalez,19,3542.83,M,retraité,"avenue de Camus, 66533 Sainte Alexandre",2024-09-27,D208,0
1281,Henriette Hervé,76,3581.97,F,médecin,"51, avenue Laroche, 96443 Saint Théophile",2024-11-10,B198,1
1282,Arthur Lacombe,48,3566.12,F,ouvrier,"1, boulevard de Blot, 41621 Saint Christiane",2024-07-31,C868,1
1283,Isaac Grégoire,69,2488.94,F,enseignant,"515, rue Marin, 36594 Saint Richard",2025-04-16,A436,0
1284,Laure Le Goff,47,4454.66,M,médecin,"53, avenue Nicole Verdier, 68070 Gaillard",2023-08-17,A134,1
1285,Marguerite Giraud-Duval,24,4540.39,M,retraité,"rue de Antoine, 67386 RémyVille",2023-11-13,C310,1
1286,Olivie Alexandre-Colin,29,1833.07,F,étudiant,"1, rue de Seguin, 19957 Allard",2024-03-09,A929,1
1287,Margot Couturier,74,2614.5,M,ingénieur,"boulevard Weiss, 55784 Lemaître",2024-01-09,A144,0
1288,Arthur Rolland,78,2267.71,F,médecin,"74, chemin Ferreira, 35707 Delahayenec",2024-11-19,A384,1
1289,Laure Huet,47,3473.68,M,retraité,"364, rue de Le Roux, 55538 GuilbertBourg",2024-02-27,D459,0
1290,Alphonse Lemaître,26,2169.11,M,médecin,"30, boulevard de Colin, 09903 Saint StéphanieVille",2024-02-25,B254,1
1291,Stéphanie David,48,3329.15,F,comptable,"26, chemin de Dos Santos, 77257 Goncalves-sur-Boyer",2023-08-15,C985,1
1292,Noël de Marty,57,2838.64,M,autre,"6, chemin Marc Ribeiro, 06978 Aubry",2025-02-27,A921,1
1293,Noémi Gimenez,79,3192.05,F,ouvrier,"373, rue de Imbert, 47354 Saint ThibautVille",2025-01-01,D670,1
1294,Benjamin Le Gall,31,744.93,F,médecin,"18, chemin de Hamon, 64868 Saint Anne",2024-03-03,D457,1
1295,Paulette Berger de la Marion,79,3247.86,F,étudiant,"297, rue de Bailly, 21897 Garnier-les-Bains",2024-09-07,C947,1
1296,Tristan Guibert,19,3505.91,F,enseignant,"2, boulevard Margot Paris, 63219 Bazin-sur-Grégoire",2024-07-29,D268,1
1297,Brigitte Faure,54,3372.56,F,ouvrier,"rue de Gérard, 22430 Muller-sur-Mer",2024-06-28,B631,0
1298,Michèle Klein,53,3010.8,F,ingénieur,"boulevard Anne Guillet, 52934 Huet",2025-06-04,D339,1
1299,Timothée Turpin-Thibault,36,3077.37,F,autre,"boulevard Mendès, 60174 Vasseur",2025-01-11,C253,0
1300,Sylvie du Bonnet,54,2850.44,M,médecin,"2, avenue Payet, 83941 Carlier",2024-12-07,D570,1
1301,Virginie Clerc,26,3624.63,M,autre,"33, boulevard Gérard Besson, 18096 Sainte Julietteboeuf",2024-06-13,D509,1
1302,Éléonore de Gauthier,58,2710.37,M,étudiant,"10, rue Dupré, 42424 Daniel",2024-08-09,C679,1
1303,Patricia Weber,34,3170.41,M,ouvrier,"avenue Constance Lévêque, 24672 Camus-sur-Mer",2023-08-13,B585,1
1304,Rémy Legros,24,3613.55,F,enseignant,"711, rue Cousin, 60015 Delahaye",2025-06-01,B515,0
1305,Noémi-Luce Aubry,26,2640.26,F,retraité,"81, boulevard de Rossi, 17915 Saint Amélie",2024-02-16,A974,1
1306,Guillaume Langlois-Renaud,47,2159.14,M,retraité,"1, rue Louis Parent, 64348 Neveudan",2024-03-23,A545,0
1307,Adrienne Pichon,33,3557.75,M,ouvrier,"189, rue de Aubert, 59121 FerreiraVille",2024-12-28,B935,1
1308,Julien Vallet,31,2835.73,F,étudiant,"91, boulevard de Lefebvre, 00865 Coulon-sur-Guillet",2023-08-15,B428,1
1309,Maggie de Rivière,65,2855.07,F,étudiant,"16, rue Jeanne Daniel, 08385 Bonnet",2024-11-21,A671,1
1310,Philippine Vallet de Renault,18,2068.57,F,ouvrier,"2, avenue de Da Costa, 23907 Gosselin",2023-11-29,C784,1
1311,Olivie Laurent-Grenier,56,2714.19,M,comptable,"rue Le Roux, 02412 Ollivier",2024-11-17,D947,1
1312,Michel Berger,32,3914.72,F,ouvrier,"27, boulevard Salmon, 68416 Bouvier",2024-12-14,D210,1
1313,Manon-Charlotte Deschamps,40,2189.43,M,retraité,"65, chemin Léon Moulin, 89133 Coste-la-Forêt",2024-08-13,A392,1
1314,Isabelle Boulanger,42,4306.22,F,autre,"23, rue de Perret, 35349 Legendre-sur-Rey",2023-07-01,D551,0
1315,Audrey Humbert,59,4134.98,F,médecin,"25, boulevard de Cohen, 02912 Lemonnier",2025-04-19,B673,0
1316,Yves Auger,74,1951.31,M,retraité,"5, rue Nathalie Lefort, 10917 Leducnec",2024-11-02,B394,0
1317,Jeanne Tessier,66,2062.72,M,retraité,"9, chemin Allain, 08101 Bourgeois",2023-09-26,C572,1
1318,Robert Pascal,58,2964.54,F,étudiant,"2, boulevard de Dupuy, 28490 Sainte Jeanninenec",2024-07-15,A738,0
1319,Henri-Alfred Goncalves,25,3724.37,M,retraité,"2, avenue de Diaz, 06306 Besson",2025-04-04,A405,1
1320,Margot Bruneau,30,2288.18,F,ouvrier,"32, rue Jérôme Jean, 06339 Sainte Christophe-sur-Mer",2025-03-22,B987,0
1321,Victoire Gilbert,64,3368.34,M,comptable,"5, avenue de Parent, 34878 Saint David",2024-05-12,A363,0
1322,Noël Fabre,66,3367.05,M,autre,"75, rue Guyot, 16125 Techerboeuf",2024-05-29,C912,0
1323,Patrick Leclercq,35,3652.62,F,comptable,"48, rue de Lambert, 55220 Saint Marianne-les-Bains",2024-11-26,B246,1
1324,Éric Lejeune,40,2952.42,F,ingénieur,"144, rue Maryse Bazin, 38202 Sainte Henriettedan",2023-08-07,A803,1
1325,David Guibert,21,2420.47,F,étudiant,"avenue André Charrier, 93833 Sainte Margaret",2023-11-23,C180,1
1326,Henri Poirier,72,2774.73,F,médecin,"48, rue de Langlois, 29538 Hervé",2024-11-30,D243,0
1327,Alexandre-Raymond Grenier,53,3867.08,M,ingénieur,"26, boulevard de Joly, 44855 Moreno",2025-06-15,C793,1
1328,Olivie Gaillard,28,2129.54,M,retraité,"6, avenue de Gilles, 33308 Legendre",2024-04-15,A739,1
1329,Eugène Jacques,69,3228.18,M,comptable,"244, rue Laporte, 69950 Ramos",2023-11-04,C923,1
1330,Valentine Guilbert,57,3711.46,F,enseignant,"chemin Aimée Ollivier, 73456 Didierboeuf",2024-10-16,B276,1
1331,François Louis,31,2666.54,M,enseignant,"30, avenue de Colin, 20670 Perrin-la-Forêt",2024-05-12,A430,1
1332,Susan de la Pineau,33,2698.48,F,médecin,"56, rue Laurent, 05861 Peron",2023-10-22,A205,0
1333,François Grondin,22,2605.76,F,retraité,"61, boulevard Martin, 74169 Collin",2025-05-13,D262,1
1334,Franck Costa,70,4710.63,M,retraité,"49, rue de Dias, 04641 Da Costa",2025-04-08,C941,1
1335,Alex Besson-Barthelemy,43,3213.87,M,comptable,"25, chemin Leroy, 05816 Morvan",2024-03-06,A925,1
1336,Françoise Pelletier,54,3941.91,M,ouvrier,"71, rue Hardy, 75870 Nguyen",2024-05-08,A170,0
1337,Céline Martin,48,3478.13,M,ingénieur,"576, chemin Bernard, 83569 Sainte Francknec",2024-09-26,B939,1
1338,Marcel-Gilbert Gaillard,26,3805.55,F,autre,"5, avenue Océane Lebreton, 33385 Coste",2023-08-07,C540,1
1339,William Léger du Boulanger,34,2252.18,F,comptable,"31, rue Martel, 40997 Launayboeuf",2025-06-05,B519,1
1340,Auguste Thibault-Fleury,39,2775.15,M,retraité,"1, rue Agnès Gomez, 74747 MilletVille",2024-02-06,A289,1
1341,Sébastien Alexandre du Deschamps,46,2796.65,F,comptable,"598, rue Martin, 26285 Dijoux",2023-07-28,B168,0
1342,Suzanne de la Benard,58,2514.07,F,ingénieur,"748, rue Camille Navarro, 16554 Saint Adèle",2024-11-11,A579,1
1343,Sabine Rémy,27,3150.65,F,autre,"31, rue Guérin, 31974 Cohendan",2023-08-20,A399,1
1344,Théodore Barbe,64,2328.31,F,autre,"avenue Poulain, 09815 Saint Léon",2024-07-29,A337,1
1345,Julie Arnaud,75,2145.28,F,ingénieur,"23, boulevard Pénélope De Oliveira, 39603 Barre",2024-09-20,D540,1
1346,Martin Mendès,29,2717.04,F,autre,"59, chemin de Lévy, 08911 Fernandes-la-Forêt",2025-05-27,A484,1
1347,Henriette Vincent,21,3145.42,F,retraité,"18, boulevard Delannoy, 47059 Saint Laurence-les-Bains",2023-08-10,A916,1
1348,Zacharie Hervé,63,2004.41,M,médecin,"685, rue Collin, 21385 Lejeuneboeuf",2024-05-13,A563,1
1349,Franck Pereira de la Collet,64,2804.94,F,médecin,"chemin Girard, 57304 Sainte Frédéric-sur-Mer",2024-01-19,A688,1
1350,Jules de Bodin,43,3268.12,F,comptable,"77, chemin Roy, 21152 Traore-sur-Mallet",2023-07-20,A804,1
1351,Margaret du Olivier,58,2347.16,M,retraité,"62, rue de Weiss, 20772 Saint IsabelleBourg",2025-02-03,A873,0
1352,Raymond Roche,60,3493.92,F,enseignant,"95, chemin de Grenier, 64874 Saint AdélaïdeBourg",2024-12-22,B250,1
1353,Luc Bernard,34,3481.72,F,autre,"19, avenue de Carre, 35515 Leduc",2024-06-22,A500,1
1354,Amélie Dos Santos,61,2788.21,M,étudiant,"boulevard Brigitte Maillet, 46804 Traore",2023-09-14,B519,1
1355,Laurent Gillet,66,3354.05,M,ingénieur,"12, avenue de Gérard, 02652 Loiseau",2024-02-28,B571,1
1356,Océane Barbier,20,3616.36,F,comptable,"rue de Godard, 65434 Sainte LucieBourg",2024-07-24,A321,0
1357,François Valentin-Guibert,55,3379.33,M,comptable,"81, avenue de Leroy, 40869 Bigot",2024-02-04,A438,1
1358,Julien Maillard-Hoarau,74,3561.59,F,ouvrier,"39, boulevard de Roux, 89968 Chauvet-sur-Roux",2025-04-22,D876,1
1359,Gilles Lebon,35,2656.06,M,médecin,"51, boulevard Alix Rivière, 02216 Charrier-sur-Lacombe",2023-07-21,B224,0
1360,Léon de Baron,31,2410.74,F,ouvrier,"95, boulevard Valentin, 63762 Saint Margot",2023-07-26,A849,1
1361,Jules Monnier,75,2295.75,F,étudiant,"boulevard de Étienne, 23956 Tessier",2023-08-22,A485,1
1362,Timothée Roger,70,3073.62,F,autre,"4, rue de Gillet, 35636 Brun",2023-08-19,B581,1
1363,Noémi Chevallier,46,3526.75,M,retraité,"21, rue Andre, 79403 Paris",2024-02-01,C677,1
1364,Victor Paul,32,3802.01,F,ingénieur,"471, boulevard de Renault, 65263 Sainte Martin-la-Forêt",2024-08-23,A511,0
1365,Hugues Launay,50,1501.61,F,enseignant,"27, chemin de Antoine, 41133 Saint Matthieu",2024-02-12,D298,0
1366,Aimé Gautier-Neveu,44,3728.7,F,comptable,"boulevard Alphonse Mathieu, 81042 Dijoux-sur-Raynaud",2024-03-28,B791,1
1367,Nathalie Lefebvre,46,4472.49,F,ouvrier,"37, rue Martin Bertrand, 39290 Lemoine",2024-03-08,B421,1
1368,Auguste-Adrien Lemoine,65,3116.52,F,étudiant,"85, boulevard Zoé Dupuy, 05004 Sainte MauriceVille",2023-10-08,A991,1
1369,Yves Bouvet de Morel,34,1690.46,M,autre,"78, chemin de Jacquot, 84004 Vincent-sur-Delahaye",2023-06-30,A417,0
1370,Alexandre Normand,67,4056.37,F,ouvrier,"93, avenue Mathieu, 58282 Saint Mariedan",2024-10-09,B413,1
1371,Agnès Gaudin,41,2487.41,F,ouvrier,"29, chemin de Boyer, 01072 HardyBourg",2024-01-31,B911,1
1372,Luc Clément,47,2734.68,M,ingénieur,"3, avenue Tanguy, 05577 Jacquot",2024-05-23,B295,1
1373,Aurélie Muller,57,2666.42,M,comptable,"2, chemin Traore, 21967 Meyer",2023-11-01,A811,1
1374,Jérôme Ramos,34,3314.77,F,médecin,"68, chemin Roger, 74749 LucasVille",2025-05-06,D604,0
1375,Laurence Aubry de Poulain,31,3846.44,F,ingénieur,"51, avenue de Brunet, 84579 Normand",2024-11-14,C541,1
1376,Xavier Evrard-Royer,50,2601.73,F,étudiant,"973, rue Normand, 55888 Mendès",2024-12-30,C832,1
1377,Auguste Bailly,71,3167.63,M,retraité,"33, chemin Victor Rolland, 54830 Michaud",2024-07-18,C818,1
1378,Emmanuel Chartier de la Mathieu,78,3245.24,M,retraité,"9, boulevard Auguste Legros, 56235 Joseph-sur-Dufour",2023-11-16,A733,1
1379,Henri Ferrand,77,3731.26,M,enseignant,"boulevard Frédérique Berthelot, 69080 Saint Henriette",2025-05-31,D853,1
1380,Thibaut Perret,23,2492.99,M,ouvrier,"90, rue Nicolas Grondin, 57069 Sainte Denise",2024-01-05,B364,0
1381,Alexandria Lambert,36,3706.43,M,ingénieur,"206, rue Margot Didier, 92543 BaudryBourg",2024-08-20,C680,0
1382,Denis Joubert,49,3005.67,M,médecin,"boulevard Gautier, 19272 Loiseau-sur-Grégoire",2024-09-17,B441,1
1383,Valérie Diaz,47,3777.12,M,enseignant,"4, boulevard Simone Bertin, 30135 Roux",2024-01-18,D845,1
1384,Christophe Le Goff,65,2558.56,F,retraité,"55, rue Éric Carlier, 49356 Sainte Sophie",2024-06-14,A748,1
1385,Amélie Marion,79,3440.62,F,enseignant,"38, chemin Martel, 30522 Perez",2023-07-04,D447,1
1386,Lorraine Rossi,63,2101.29,F,autre,"boulevard Laurent Maillard, 88252 Dupré",2023-08-12,C398,1
1387,Philippe-Patrick Chrétien,78,2277.34,M,enseignant,"boulevard Cordier, 26758 Thibault-sur-Weiss",2024-06-30,A245,0
1388,Brigitte Guyon,25,3070.89,M,autre,"4, boulevard Delaunay, 67682 Mathieu-les-Bains",2023-11-09,C876,0
1389,Bernard Grondin,54,2580.49,M,autre,"boulevard Vidal, 36180 Saint Olivie-les-Bains",2023-09-22,A675,1
1390,Théophile Guillou,49,3719.24,F,ouvrier,"578, boulevard Letellier, 13835 Humbert",2025-03-22,D108,0
1391,Bernard Colin-Guyon,72,2534.85,F,autre,"671, rue Boucher, 95278 Leblanc",2024-10-17,B516,0
1392,Raymond Chevallier,51,2935.36,F,ouvrier,"11, boulevard de Maillet, 01072 Gomes",2025-06-12,B313,1
1393,Honoré-Jacques Brun,64,2719.58,F,étudiant,"484, rue Ferreira, 99635 Langlois",2023-08-02,B368,1
1394,Margot Nicolas Le Ruiz,33,3766.42,F,ingénieur,"4, chemin Lemaître, 46627 Chauvin-sur-Sanchez",2023-11-05,D491,0
1395,Aurore Le Briand,79,2659.33,F,retraité,"53, rue Lucas, 85103 De Oliveira",2025-02-20,D575,1
1396,William Sanchez,29,2440.11,M,médecin,"rue de Grondin, 86522 Berthelotdan",2025-03-05,B185,1
1397,Andrée Delmas,51,3406.2,F,ingénieur,"chemin Delahaye, 91418 Guérin",2025-02-18,A731,0
1398,André Le Robin,31,2885.76,M,ouvrier,"9, avenue Gomes, 92040 Muller-sur-Teixeira",2024-07-16,A911,0
1399,Jacques de la Faivre,50,2859.37,F,autre,"11, rue Joseph Rey, 67972 Adam",2023-08-02,B990,0
1400,Olivie Charrier-Albert,78,2787.22,M,retraité,"1, avenue de Paul, 48264 Germain-sur-Guyon",2023-07-26,B198,0
1401,Lucie du Georges,45,2493.97,M,étudiant,"9, rue Sauvage, 81860 Bonnin-sur-Morel",2024-02-19,D746,1
1402,Matthieu Fernandes,63,2787.18,F,autre,"52, rue Marianne Reynaud, 17464 Toussaint",2025-04-07,D154,0
1403,Sébastien-Thibault Charles,30,2431.3,F,comptable,"53, boulevard Chevalier, 91087 Durand-la-Forêt",2023-08-25,C332,1
1404,Adèle Gomes,43,2839.19,F,autre,"41, rue de Clerc, 25250 Perrier-sur-Boyer",2023-09-09,A700,0
1405,Tristan Renaud,75,4075.79,F,ouvrier,"boulevard Jacques, 88217 Grondin",2023-11-22,B228,0
1406,Marguerite Barbe-Dufour,47,3378.39,M,étudiant,"93, avenue de Roy, 70836 Vallée",2024-12-03,D384,1
1407,Pénélope Guilbert-Barthelemy,57,1881.01,M,autre,"4, avenue Dijoux, 38190 Richarddan",2024-02-09,B205,0
1408,Henri Lecoq,60,2310.21,M,retraité,"171, avenue Cohen, 44246 Saint Arnaude",2024-10-06,D468,1
1409,Inès Bonneau,35,2629.89,F,retraité,"585, boulevard Andre, 05165 Sainte Benjamin",2024-10-24,B818,1
1410,Sébastien Chrétien du Gaillard,29,2717.77,F,comptable,"9, avenue de Chrétien, 62386 Gilles",2024-07-31,C470,0
1411,Stéphane Vallée,32,1883.27,M,comptable,"8, rue Jacquet, 74211 Gaillard-les-Bains",2024-07-17,B711,1
1412,Jacqueline Petitjean,27,4189.43,M,retraité,"16, chemin de Aubry, 14846 Alexandreboeuf",2024-07-10,C931,1
1413,Benoît Lemaître,19,2152.87,M,enseignant,"821, chemin Verdier, 97109 Sainte Christelle",2024-11-24,C742,1
1414,Susan Clément,43,2656.16,M,ingénieur,"904, boulevard Royer, 78518 BouvetVille",2024-06-11,D448,0
1415,Madeleine Dupont,69,3374.73,M,ingénieur,"76, rue Michelle Seguin, 96375 Sainte Daniel-sur-Mer",2023-12-29,C695,1
1416,Bertrand Dufour,20,3101.8,M,étudiant,"69, avenue Lefort, 15698 Jacquet",2024-09-07,A494,1
1417,Noël Guilbert,29,2687.24,F,ouvrier,"13, boulevard Philippine Alves, 52729 Sainte Alfred",2025-05-13,A167,1
1418,Stéphane Joubert,58,1388.01,F,médecin,"82, rue de Henry, 56158 Germain",2023-11-04,B440,1
1419,Philippine Diaz,72,4626.35,F,enseignant,"1, rue Hélène Grenier, 73831 Couturier",2023-09-30,C619,1
1420,Laurence Le Seguin,65,2726.09,F,enseignant,"rue Élisabeth Jean, 84570 Pinto",2024-07-23,A164,1
1421,Honoré Lecoq,33,3317.3,M,étudiant,"5, boulevard Marc Humbert, 65739 Reynaud-les-Bains",2024-12-21,B836,1
1422,Charlotte Le Courtois,40,2362.01,M,comptable,"526, rue Gillet, 34664 Buisson",2023-12-15,A936,1
1423,Henri Colas,19,2946.06,M,enseignant,"416, chemin de Boucher, 55232 PottierBourg",2025-04-14,D178,0
1424,Vincent Briand,37,2551.42,M,ouvrier,"15, boulevard Delahaye, 40259 Guichard",2023-11-10,A912,1
1425,William Petitjean,58,2722.36,M,ingénieur,"68, avenue Paulette Renard, 75162 Lemonnier-sur-Mer",2024-03-14,D923,1
1426,Camille David Le Maillard,48,2053.26,M,autre,"9, boulevard Leclercq, 41634 Renaud",2024-02-09,D597,0
1427,Laetitia Rocher,53,2160.17,M,comptable,"rue Monique Schneider, 98075 MartinVille",2025-02-08,C957,0
1428,Vincent-Luc Joubert,27,1302.66,M,ouvrier,"rue Alex Richard, 30445 Saint Jérômedan",2024-04-02,C257,1
1429,Thierry Fournier,68,3151.89,F,comptable,"13, rue Gabriel Dos Santos, 18728 Royer",2024-08-28,D682,0
1430,Laurent Dupré Le Maréchal,61,4295.04,F,retraité,"87, rue Léon Besnard, 08412 Gros-sur-Tessier",2023-07-15,A976,0
1431,Jeannine Couturier de Legros,36,1156.24,M,enseignant,"45, avenue Aurélie Chevalier, 35451 Le Gallnec",2024-07-27,A931,1
1432,Anastasie de la Gaudin,57,3316.78,M,ingénieur,"7, rue Couturier, 13838 Étienne",2025-01-07,D564,1
1433,Robert Traore,62,2140.79,F,ingénieur,"rue Blin, 25611 MarieBourg",2024-01-19,A689,1
1434,Anne Lopez,19,3360.93,M,médecin,"82, rue Daniel, 43984 Courtois",2024-03-13,D771,1
1435,Auguste-Yves Blanchard,28,3848.16,F,comptable,"6, rue Hebert, 83092 Normanddan",2024-03-05,D603,1
1436,Olivier Petitjean de la Bodin,47,3586.56,M,médecin,"41, chemin Élisabeth Gomes, 92387 Da Costa",2023-11-19,A582,0
1437,Patrick Lévêque Le Delannoy,42,4235.09,F,comptable,"rue Maurice Royer, 78767 Guillon",2024-12-23,B808,1
