FIRST_NAME,LAST_NAME,DATE_OF_BIRTH,NAS,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month,random_noise,LIMIT_BAL_copy
Etienne,Lebesgue,1969-09-13,262-743-318,2888,500000.0,2,1,1,36.0,-1,-1,-1,0,0,0,24170.0,8051,77908,50297,43679,49749,8091.0,78192,65,33766,37945,37947,0,-0.8426836734681903,525000.0
Marie,Lemaire,1957-09-20,991-430-550,2889,50000.0,2,2,1,48.0,0,0,0,0,0,-1,12592.0,12899,7313,8036,3949,26984,,2000,1200,100,26984,5000,0,-0.3691550679246683,52500.0
André,Gillet,1959-10-16,383-238-614,2890,50000.0,1,3,2,46.0,0,0,0,0,0,-1,5942.0,5444,2464,2521,-1,167,1056.0,1000,57,0,168,1002,0,-1.106009268155112,52500.0
Joseph,Garnier,1969-10-05,603-455-870,2891,150000.0,2,2,1,36.0,0,0,0,0,0,0,296846.0,301634,314201,84135,90500,0,7143.0,13700,15000,7500,0,0,0,-0.3888400514564277,157500.0
Didier,Durand,1952-10-23,380-943-111,2892,180000.0,2,1,2,53.0,1,-2,-1,-1,-1,-1,0.0,41300,41300,0,3270,41300,41300.0,41300,0,3270,41300,0,0,0.2001368874357172,189000.0
Luc,Couderc,1968-10-20,539-664-865,2893,450000.0,1,2,2,37.0,0,0,0,0,0,0,136655.0,146400,156049,164076,170885,177483,13492.0,13641,12168,9650,9650,9650,0,0.3846650097430891,472500.0
Joseph,Mercier,1966-10-08,195-331-877,2894,70000.0,2,2,3,,1,2,0,0,0,0,83540.0,2657,2752,1048,462,830,,1500,0,0,1123,0,0,0.2800994935659693,73500.0
Laure,Lebesgue,1965-09-15,211-146-793,2895,110000.0,1,3,1,40.0,0,0,0,0,0,0,93357.0,94938,79368,74778,75996,77423,4100.0,2612,2666,2700,2659,2694,0,-0.8783509740635033,115500.0
Claire,Lefebvre,1968-11-05,846-353-618,2897,210000.0,2,2,2,37.0,1,-2,-2,-2,-2,-2,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.94254680905189,220500.0
Georges,Legrand,1969-09-10,955-522-387,2898,320000.0,1,1,2,36.0,0,0,0,0,0,-1,146201.0,129311,112151,84218,76058,24068,5465.0,3137,52,2384,25094,30011,0,0.3112388121678627,336000.0
Marie,Brun,1976-10-19,890-405-473,2900,130000.0,2,2,2,29.0,-1,-1,2,0,0,-1,1110.0,1170,780,390,0,780,1170.0,0,0,0,780,0,0,-0.2102098347012994,136500.0
Jacques,Mercier,1976-09-08,294-124-105,2901,20000.0,1,1,1,29.0,0,0,0,-1,-1,-1,16961.0,16365,9342,556,19967,1742,2000.0,1139,556,20191,1742,0,0,0.0422815104285555,21000.0
Didier,Renaud,1966-09-19,580-964-242,2902,210000.0,1,1,1,39.0,-1,-1,2,2,-1,2,3391.0,775,450,125,800,325,1000.0,0,0,1000,0,650,0,-0.4935365786130661,220500.0
Philippe,Masson,1956-09-24,802-759-270,2905,,1,2,1,49.0,0,0,0,0,0,0,75565.0,64833,48586,48430,48150,48271,4009.0,5000,2000,2000,2000,1800,0,0.6436831471946862,
Paul,Gillet,1973-10-11,589-195-294,2906,130000.0,1,1,2,32.0,-1,-1,-1,-2,-2,-1,32236.0,41510,-1523,-1523,-1523,48477,10000.0,0,0,0,50000,5000,0,-0.2556574724815453,136500.0
André,Durand,1967-10-19,359-335-617,2907,500000.0,2,1,2,38.0,0,0,0,0,0,0,74615.0,74399,68761,70260,70143,68506,4010.0,6720,5000,5000,4000,5000,0,-0.4204600317023173,525000.0
Joseph,Gillet,1980-09-16,158-860-151,2910,220000.0,1,1,2,25.0,0,0,-1,0,-1,2,29664.0,5995,8419,6523,508,370,1018.0,8424,20,878,1,3046,0,-1.069158273498067,231000.0
Paul,Bernard,1965-10-17,886-221-637,2911,50000.0,1,2,2,40.0,0,0,0,0,0,0,,97214,48890,8694,8876,9052,18280.0,2284,311,322,323,334,0,-1.150024870809648,52500.0
Olivier,Lefevre,1956-09-14,915-316-794,2912,500000.0,1,1,1,49.0,-1,-1,-1,-1,-1,-1,1320.0,1320,1320,1320,1320,1320,1320.0,1320,1320,1320,1320,1320,0,-1.47876899534648,525000.0
Michel,Marechal,1960-09-26,188-542-137,2914,200000.0,2,1,1,45.0,-2,-2,-2,-2,-2,-2,28340.0,12643,3977,0,2500,199,12660.0,3977,0,2500,199,2944,0,0.1925533781893254,210000.0
Paul,Gillet,1955-10-15,183-207-774,2915,320000.0,2,2,2,,-1,0,-1,-1,-1,-1,5714.0,7870,342,-6,1252,0,3000.0,342,2,1500,0,10701,0,0.5691788884116578,336000.0
Catherine,Thiebault,1976-10-28,808-864-838,2916,450000.0,1,2,2,29.0,1,2,0,0,0,-1,16524.0,12624,11239,10569,3868,5000,676.0,1204,264,19,5000,0,0,1.2886742752072915,472500.0
Marc,Thiebault,1979-09-15,102-908-771,2917,20000.0,1,3,2,26.0,8,7,6,5,4,3,43340.0,42619,35381,31539,27409,23567,,0,0,0,0,300,0,0.5040019568319307,21000.0
Isabelle,Couderc,1961-10-10,391-129-727,2918,310000.0,2,2,1,44.0,-1,-1,-2,-2,-2,-2,500.0,0,0,0,0,0,0.0,0,0,0,0,0,0,-1.3546156788438255,325500.0
Isabelle,Beaumont,1957-11-03,980-266-192,2920,200000.0,2,2,1,48.0,0,0,0,0,0,0,354304.0,303188,153179,156229,159708,163051,8000.0,5600,5600,6000,6000,7200,0,0.7152636316774947,210000.0
Christophe,Renault,1952-10-19,317-720-188,2921,50000.0,1,3,1,53.0,0,0,0,0,0,0,49466.0,50544,25381,9652,9464,9248,2442.0,1669,330,1342,330,430,0,-0.1834949566794016,52500.0
Sophie,Noël,1957-10-27,287-795-821,2922,130000.0,1,3,1,48.0,0,0,0,-2,-2,-1,100522.0,102650,0,0,0,6163,4650.0,0,0,0,6163,66564,0,0.298462593082627,136500.0
Sophie,Marechal,1982-10-22,985-797-381,2923,50000.0,2,2,2,23.0,0,0,0,0,0,0,25421.0,26704,26952,15673,13903,27775,2000.0,1000,3400,1500,25298,3961,0,-0.5651881057173865,52500.0
Serge,Olivier,1963-09-13,488-795-972,2925,50000.0,2,2,2,42.0,0,0,0,0,-1,-1,50221.0,49664,49611,2190,19769,19335,2215.0,1462,248,20787,21402,522,0,0.8293022568474366,52500.0
Virginie,Mercier,1973-09-21,236-387-432,2926,30000.0,1,2,2,32.0,2,0,0,0,0,0,17287.0,14493,17240,19934,22441,24899,3000.0,3000,3000,3000,3000,0,0,0.5057055801120369,31500.0
François,Mercier,1978-10-20,718-511-506,2929,50000.0,1,1,2,27.0,0,0,0,0,2,0,43341.0,44442,45408,48279,47406,48553,1800.0,1729,3600,0,2055,2100,0,-1.54403537551699,52500.0
Laurent,Lebesgue,1977-09-15,699-224-296,2930,,2,2,2,28.0,0,-1,-1,0,0,0,18112.0,8857,69841,59075,58998,61038,10084.0,79200,2108,2200,3006,2523,0,-0.3305227906709229,
Serge,Masson,1980-10-14,721-606-929,2931,60000.0,2,2,2,25.0,0,0,0,0,0,0,50269.0,47809,42769,38855,38768,38846,4749.0,1621,1400,1395,1500,1795,0,-0.9624789119348772,63000.0
Etienne,Noël,1978-09-13,147-421-289,2932,230000.0,2,1,2,27.0,1,2,0,0,-1,-1,46628.0,45253,10507,6742,4387,1670,0.0,1000,135,4387,1670,2798,0,0.9893857096855284,241500.0
Sandrine,Gillet,1975-09-27,722-833-596,2933,390000.0,2,1,2,30.0,0,0,0,0,0,0,,89129,90294,92243,94186,97562,4300.0,3437,3346,3475,5000,10005,0,0.0113133463348575,409500.0
Fabienne,Renault,1977-11-04,168-795-429,2934,110000.0,2,2,1,28.0,0,0,0,0,0,0,3242.0,4095,4296,5043,5194,6110,1300.0,1054,1000,1000,1000,1500,0,-0.4781423821160019,115500.0
Serge,Masson,1981-10-30,594-983-775,2935,50000.0,1,1,2,24.0,1,-2,-2,-2,-2,-1,0.0,0,0,0,0,181,,0,0,0,181,1685,0,-0.1225738303760635,52500.0
Laurent,Noël,1976-09-29,391-618-832,2937,100000.0,1,2,2,29.0,0,0,0,-2,-2,-2,65324.0,11860,0,0,0,0,2106.0,0,0,0,0,0,0,0.4273185562666849,105000.0
Olivier,Thiebault,1972-09-17,515-318-996,2938,70000.0,2,3,1,33.0,0,0,0,0,0,0,32405.0,22484,23169,23337,18265,18001,10580.0,8009,10004,5000,5000,5000,0,1.1706489509646063,73500.0
Marc,Delatour,1974-10-28,669-601-375,2939,150000.0,1,2,1,31.0,2,2,0,0,0,0,,148841,134757,85874,84665,78130,57.0,6203,2819,3109,2842,3024,0,-0.6070999013685107,157500.0
Alain,Olivier,1974-09-14,517-662-519,2940,390000.0,1,1,2,31.0,0,0,0,0,0,0,19469.0,17227,17400,19180,20036,4071,2227.0,2400,2180,1036,2071,3291,0,0.2669505680792671,409500.0
Catherine,Renaud,1983-10-13,826-260-100,2941,500000.0,1,2,1,22.0,0,0,0,-1,-1,0,47559.0,50463,49094,1884,19792,19809,3690.0,2500,942,19792,727,792,0,0.1907642953956726,525000.0
Sylvie,Masson,1979-10-03,166-661-646,2942,90000.0,1,2,2,26.0,2,2,-1,2,0,0,121368.0,102385,91591,66033,70654,121966,0.0,95800,0,6000,3000,3000,0,-1.2916850065696746,94500.0
Véronique,Guedon,1981-09-17,262-414-432,2944,,1,2,2,24.0,0,0,2,0,0,0,19401.0,20610,19682,19593,20001,19466,3232.0,0,815,858,832,560,0,0.5392549124846049,
Marc,Leroy,1957-10-18,708-624-377,2946,260000.0,1,3,2,48.0,0,0,0,0,0,0,266762.0,268508,266858,194413,189687,162473,11500.0,10000,5731,5654,5275,4000,0,-0.50551042398511,273000.0
Laurent,Dubois,1979-10-10,155-488-692,2947,90000.0,2,2,2,26.0,0,0,0,0,0,0,,92518,91504,91706,91801,91753,4600.0,4100,3900,4000,3700,3700,0,2.3862815982016654,94500.0
Sylvie,Gillet,1974-10-27,813-350-830,2949,150000.0,2,1,2,31.0,0,0,0,0,0,0,126419.0,128887,134208,139551,134321,104513,7000.0,12440,10000,5000,5000,10000,0,-0.9460662959970694,157500.0
Luc,Lemaire,1962-10-25,626-720-397,2950,60000.0,2,2,1,,0,0,0,0,0,0,60987.0,60832,50469,40564,40601,40467,2145.0,1612,1404,1442,1445,1389,0,-0.4621082182955119,63000.0
Marie,Gillet,1963-09-14,492-223-170,2951,80000.0,1,2,1,42.0,2,0,0,0,0,0,,77960,79804,75299,76933,78953,3000.0,3200,3000,3400,3300,3500,0,-1.2480282539676526,84000.0
Alain,Moreau,1981-09-09,796-493-803,2952,80000.0,2,2,1,24.0,-1,-1,-1,-1,-1,-1,15621.0,3760,1368,0,1421,0,3768.0,1368,0,1421,0,0,0,-1.174392151941407,84000.0
Michel,Gillet,1979-09-27,524-427-159,2953,30000.0,2,2,1,26.0,1,2,0,0,0,0,30349.0,29580,30121,12787,6840,2250,0.0,1200,256,137,45,0,0,0.2603813371089079,31500.0
Fabienne,Lefevre,1948-10-27,642-666-554,2954,20000.0,1,2,1,,-1,-1,-1,-1,-1,-1,2638.0,3016,3274,7028,1839,2985,3016.0,3282,7055,1839,2985,4988,0,1.5910964390898246,21000.0
Philippe,Masson,1981-09-12,773-836-231,2955,50000.0,1,2,2,24.0,0,0,-2,-2,-2,-2,34500.0,0,0,0,0,0,0.0,0,0,0,0,0,0,-0.9960156966574182,52500.0
Michel,Lemoine,1968-10-31,201-957-835,2956,250000.0,2,1,2,37.0,0,0,-1,-1,-1,-1,43971.0,32009,13346,9163,8338,17793,1007.0,13346,9163,8338,18618,1763,0,-0.2538375362412712,262500.0
Claire,Lefebvre,1973-09-24,330-973-670,2958,120000.0,2,3,2,32.0,0,0,-1,-1,-1,2,5152.0,4529,890,890,3040,1000,1015.0,890,890,3040,0,1580,0,0.4210804990101881,126000.0
André,Leconte,1969-10-05,908-317-382,2959,,2,2,1,36.0,1,-2,-2,-2,-2,-2,-25.0,-25,-25,-25,-25,-25,0.0,0,0,0,0,0,0,-0.5136343417438027,
Serge,Thiebault,1972-10-03,690-760-467,2960,280000.0,2,3,2,33.0,-1,-1,-1,-1,-1,-1,2186.0,2186,2184,2542,2186,2109,2196.0,2194,2554,2196,2119,17555,0,0.3576790446264841,294000.0
Luc,Deschamps,1970-09-13,190-837-468,2961,50000.0,2,1,1,35.0,0,0,0,0,0,-1,46532.0,46624,45438,39527,7997,462,3000.0,1200,9,500,462,1500,0,0.5032601139360793,52500.0
Jean,Gillet,1956-10-25,238-442-213,2962,360000.0,1,3,2,49.0,-2,-2,-2,-2,-2,-2,348.0,7963,198840,390,390,390,8047.0,200222,1044,390,390,343,0,-0.5047481744965248,378000.0
Christian,Moreau,1963-10-22,121-122-164,2964,140000.0,2,3,1,42.0,2,2,2,2,2,0,47556.0,48802,47722,50411,49473,50649,2300.0,0,3800,0,2000,2000,0,0.1300166073631123,147000.0
Michel,Delatour,1972-10-18,670-559-700,2965,170000.0,2,2,1,33.0,0,0,0,0,0,0,172382.0,173101,171158,121399,118539,121276,6558.0,6316,3828,3569,3959,3997,0,1.116069608309539,178500.0
Danielle,Lemoine,1972-09-22,809-213-980,2966,50000.0,2,2,1,33.0,-1,0,0,0,0,0,25658.0,26539,27507,28299,12012,8923,1700.0,2080,3000,1000,1000,1000,0,-0.4017768050793914,52500.0
Michel,Mercier,1959-10-23,596-581-639,2967,50000.0,1,3,1,46.0,0,0,0,0,0,0,49083.0,27822,28702,29119,29240,28664,1463.0,1733,1150,1480,1200,3135,0,-0.4246963903657694,52500.0
Martine,Mercier,1967-09-16,821-338-356,2969,170000.0,2,2,2,38.0,0,0,0,0,2,2,86401.0,88991,91571,94045,97965,101176,3991.0,4071,4000,5600,5000,4000,0,0.0800601310654658,178500.0
Laurent,Durand,1979-10-29,384-503-145,2970,3800000.0,1,2,1,,-1,0,0,0,0,-2,195221.0,188328,192624,149860,59256,61039,8000.0,8263,7127,4000,3000,2500,0,0.645579646779068,3990000.0
Valérie,Olivier,1968-09-27,944-796-751,2971,400000.0,2,3,1,37.0,0,0,0,0,0,0,76917.0,79075,81864,83747,85487,88315,4000.0,4000,3000,3000,4000,4000,0,0.800508311508596,420000.0
Sandrine,Legrand,2010-10-01,555-778-491,2972,50000.0,2,1,2,-5.0,0,0,0,0,0,0,,26212,17354,18157,18952,14036,5000.0,2000,1000,1000,1000,1000,0,-1.6956637911802943,52500.0
François,Bouvier,1956-10-30,565-312-511,2973,4400000.0,2,2,1,,1,-2,-2,-2,-2,-2,22597.0,7288,5683,-20,-20,9881,7324.0,5683,20,0,9901,121971,0,0.9512595905833018,4620000.0
Olivier,Beaumont,1981-10-01,258-650-713,2974,30000.0,2,2,1,24.0,2,2,2,2,2,2,150.0,150,150,150,150,300,0.0,0,0,0,150,0,0,-0.8846299185944771,31500.0
Jacques,Gillet,1966-10-14,570-947-571,2975,,1,1,1,39.0,-1,-1,-1,-1,-1,-1,5572.0,3595,22816,2360,4206,5527,3595.0,22816,2360,4356,5527,6420,0,-0.5428391825235738,
Michel,Lemoine,1965-09-24,209-875-909,2976,180000.0,2,3,1,40.0,-1,-1,-2,-1,-1,-1,1903.0,0,0,3155,1173,1021,0.0,0,3155,1173,1021,0,0,-0.7804945994842445,189000.0
Danielle,Fontaine,1980-09-10,542-564-434,2978,300000.0,1,1,2,25.0,0,0,0,0,0,0,76918.0,41773,31180,19507,18169,18533,4103.0,1427,600,1200,2500,18000,0,-0.5110975147783455,315000.0
Sophie,Demay,1974-09-20,945-707-672,2979,120000.0,2,1,2,31.0,-1,-1,-1,-1,-1,-1,325.0,325,325,325,325,1866,325.0,325,325,325,1866,325,0,0.2418904439342315,126000.0
Laure,Bernard,1972-09-25,750-841-643,2980,220000.0,1,1,2,33.0,-2,-2,-2,-2,-1,0,3233.0,2106,666,1064,707,9213,2108.0,1332,1064,707,9325,1500,0,1.2886246799269614,231000.0
Martine,Demay,1979-09-29,744-334-943,2981,,1,1,2,,0,0,0,0,-1,-1,50459.0,36307,27713,3807,2746,625,1600.0,3071,500,2800,900,100,0,2.422863081234025,
Virginie,Lefebvre,2010-09-03,846-853-906,2982,100000.0,1,2,1,-5.0,1,-2,-2,-2,-1,0,0.0,0,0,0,551,551,0.0,0,0,551,0,0,0,-0.8219154062926718,105000.0
Olivier,Thiebault,1953-09-25,860-122-836,2983,,2,1,2,,-2,-2,-2,-2,-2,-2,3733.0,1958,5956,1836,3959,1285,1958.0,5956,1842,3959,1285,0,0,-1.2762352363200296,
Thierry,Hubbard,1968-09-27,243-405-591,2984,360000.0,2,1,2,37.0,-1,-1,-1,-1,-1,-1,3355.0,5865,3300,6290,8220,28410,5865.0,3300,6290,8220,28410,4845,0,-0.4376540146057173,378000.0
Etienne,Lefevre,1962-09-28,494-683-324,2985,180000.0,2,2,2,43.0,0,0,0,-2,-2,-1,4819.0,5240,999,495,1776,79785,1010.0,1003,496,1781,81032,3600,0,0.572449557449994,189000.0
Etienne,Deschamps,1978-10-10,147-645-504,2986,120000.0,1,2,2,27.0,0,0,0,0,0,0,,29029,26523,20554,19348,17439,1789.0,2037,659,802,640,513,0,-0.4948598532621569,126000.0
Fabienne,Lemaire,1973-09-24,865-674-201,2987,210000.0,1,3,2,32.0,-2,-1,-1,-1,-1,-1,1649.0,1000,0,1761,675,752,1000.0,0,1761,675,752,1104,0,1.8701174048845648,220500.0
Dominique,Guedon,1965-11-09,628-340-389,2989,130000.0,1,2,1,40.0,0,0,0,0,0,0,20733.0,14261,22242,18265,21546,32411,7261.0,12272,10265,11546,12411,10000,0,-2.303729692094726,136500.0
Michel,Durand,1969-09-20,355-460-166,2990,50000.0,2,3,1,36.0,0,-1,0,0,0,0,75620.0,1710,25967,17227,15714,15876,,25000,754,600,800,1900,0,0.1697181098834873,52500.0
Dominique,Lefebvre,1962-09-18,379-505-877,2993,,2,3,1,43.0,0,0,0,0,0,0,90606.0,93496,94196,91550,89586,88300,4348.0,3229,3150,3348,3244,8778,0,-0.4780053109223776,
Christian,Gillet,1967-09-20,104-642-251,2995,120000.0,1,2,3,38.0,-2,-2,-2,-2,-2,-2,7787.0,3495,1706,-4,-4,-4,3505.0,1711,0,0,0,0,0,-1.0860133888192134,126000.0
Thierry,Gillet,1968-09-27,366-662-858,2998,80000.0,2,2,2,37.0,-1,2,-1,0,0,0,1118.0,1102,10512,19529,27167,30878,0.0,10512,9529,8167,5000,6220,0,0.2249652418893238,84000.0
François,Noël,1953-10-13,147-433-743,3000,50000.0,2,2,3,52.0,0,0,0,0,0,0,50671.0,50525,38240,18443,20065,20296,1844.0,1292,804,5717,823,1299,0,-1.4311518100731238,52500.0
Paul,Renouard,1971-10-10,235-618-582,3001,330000.0,2,1,2,34.0,-1,-1,-1,-1,-1,-1,1406.0,1467,2599,17064,70464,-6053,1488.0,2599,17064,70464,0,232972,0,0.7867337832920964,346500.0
Thierry,Renault,1977-09-14,218-387-441,3002,230000.0,1,3,2,28.0,0,-1,-1,-1,-1,0,,65722,11666,18844,34983,53935,65722.0,20000,18844,34983,408,14574,0,1.6902322402425358,241500.0
Jean,Leconte,1968-10-22,377-593-829,3005,220000.0,1,1,2,37.0,2,2,0,0,0,0,185955.0,181587,186054,188465,192758,196493,0.0,9000,7000,7500,7100,7500,0,1.957406249412991,231000.0
Marie,Thiebault,1978-10-09,726-263-384,3006,270000.0,2,1,2,27.0,0,0,0,0,0,-1,11306.0,11263,13021,4144,2291,36491,1500.0,2000,2000,1000,37500,1000,0,-0.0721126899156028,283500.0
Etienne,Bonnet,1961-09-30,322-697-800,3007,160000.0,1,1,1,44.0,0,0,0,0,0,0,156400.0,157923,158746,153208,154163,155344,7200.0,8000,5510,5800,6000,5500,0,0.3348803158903146,168000.0
Christophe,Lemoine,1981-09-29,476-152-427,3008,10000.0,2,2,1,24.0,1,2,2,2,2,2,3892.0,3686,5064,4837,5208,5475,0.0,1600,0,600,500,0,0,0.6938100588395267,10500.0
Claire,Fontaine,1980-10-14,440-626-738,3009,20000.0,1,2,2,25.0,0,0,0,0,0,0,15006.0,16166,17160,16760,16760,0,1406.0,1400,0,0,0,0,0,0.5534129890408894,21000.0
Virginie,Gillet,1973-10-17,787-217-281,3011,210000.0,2,2,2,32.0,0,0,0,2,0,0,85965.0,88586,94412,92195,92491,94369,4000.0,7500,0,3000,5000,5000,0,0.2184599918013017,220500.0
Michel,Leconte,1955-11-11,679-589-605,3012,250000.0,2,2,1,50.0,0,0,2,0,0,0,116256.0,122392,118668,95735,96509,97089,11500.0,0,3543,3700,3547,3165,0,1.329811737523797,262500.0
Catherine,Lefevre,1977-11-02,424-967-803,3013,50000.0,1,2,2,28.0,0,0,0,0,0,0,23244.0,24364,25454,26030,26609,27662,1500.0,1500,1000,1000,1500,1100,0,-0.8602624255971452,52500.0
Jacques,Renaud,1977-09-26,293-277-658,3014,1800000.0,2,1,2,28.0,-2,-2,-2,-2,-2,-2,584.0,1133,572,803,916,1189,1133.0,572,803,916,1189,375,0,0.0668969322030073,1890000.0
Laure,Bouvier,1970-10-25,753-108-511,3015,,1,1,2,35.0,-1,-1,-1,-1,-1,-1,7429.0,24325,40258,15103,14079,20878,24325.0,40265,15159,14079,20878,26716,0,-1.0175384114329638,
Julie,Moreau,1983-10-05,623-703-112,3017,20000.0,1,1,2,22.0,0,0,0,0,0,0,18093.0,18543,18911,19000,19397,19941,1300.0,1611,700,704,867,597,0,1.7260053504924855,21000.0
Sylvie,Olivier,1971-09-24,376-538-137,3019,20000.0,1,1,1,34.0,2,0,0,2,2,2,6099.0,7559,8989,8436,12016,11404,2000.0,2000,0,4000,0,4000,0,-0.4442139206112614,21000.0
Julie,Renault,1975-11-02,919-893-889,3022,180000.0,2,1,2,30.0,0,0,-1,0,0,-2,15743.0,9814,9161,8252,0,0,1205.0,9402,0,0,0,0,0,-1.0922863045011395,189000.0
Philippe,Renault,1980-10-23,534-855-343,3023,20000.0,2,2,2,25.0,0,0,0,0,0,3,8011.0,9041,10903,11622,13280,12778,1320.0,2181,900,2000,0,0,0,-0.6092455766199689,21000.0
François,Garnier,1960-10-18,939-648-843,3026,20000.0,1,2,1,45.0,-2,-2,-2,-2,-2,-2,0.0,0,0,0,0,0,0.0,0,0,0,0,19409,0,-0.8694572591151369,21000.0
André,Noël,1973-09-12,272-350-731,3028,80000.0,2,2,1,32.0,0,0,0,0,0,0,80237.0,69568,64469,54020,55852,44286,3000.0,2500,2000,3000,2000,1500,0,-0.3627074594216654,84000.0
Michèle,Beaumont,1956-10-22,441-944-113,3029,120000.0,2,3,1,49.0,0,0,0,0,0,0,44244.0,44075,44823,44683,45537,50293,2000.0,3000,2000,3000,7000,3000,0,-0.103529112872992,126000.0
Joseph,Bonnet,1975-10-25,373-452-234,3030,210000.0,2,2,2,30.0,-1,0,0,0,0,0,1654.0,33257,34395,35321,36249,37047,32000.0,2000,1500,1500,1400,1600,0,-2.222804848466331,220500.0
Luc,Deschamps,1968-10-28,799-541-478,3031,120000.0,99,1,1,37.0,-1,-1,-1,-1,-1,-1,32050.0,3872,52150,2740,4626,802,,52150,2740,4626,802,0,0,0.0885974206464503,126000.0
Valérie,Rousseau,1983-09-12,666-901-226,3032,20000.0,1,2,2,22.0,0,0,2,0,0,0,8134.0,9992,10526,11049,11865,12665,2000.0,1000,1000,1000,1000,8100,0,-0.7771551224806666,21000.0
Jean,Bonnet,1980-11-02,400-870-943,3033,200000.0,1,3,2,25.0,-2,-2,-2,-2,-1,-1,848.0,753,547,-2,2040,0,753.0,547,2,2042,0,0,0,-2.6090044762238978,210000.0
André,Moreau,1951-09-17,711-920-258,3034,50000.0,2,2,2,54.0,-1,4,3,2,3,2,,1113,1092,1415,1115,569,0.0,0,323,0,0,1188,0,0.2691079537042931,52500.0
Laurent,Hubbard,1968-09-26,634-299-164,3035,170000.0,1,2,1,37.0,-2,-2,-2,-2,-2,-2,112700.0,6321,102108,2120,2873,0,6321.0,102108,2120,2873,0,870,0,0.620795949768224,178500.0
Julie,Noël,1968-10-19,794-838-722,3036,450000.0,1,1,1,37.0,1,-1,-1,-2,-2,-2,0.0,245,0,0,0,0,245.0,0,0,0,0,0,0,0.1743832814963119,472500.0
Christian,Gillet,1971-10-23,178-856-191,3037,300000.0,1,1,2,34.0,-1,-1,-1,-1,-1,-1,396.0,396,396,0,792,68095,396.0,396,0,792,68095,1700,0,-0.8223633614077079,315000.0
Julie,Brun,1956-09-22,239-100-366,3038,300000.0,1,1,2,,0,0,0,0,0,0,295433.0,301521,308038,306154,295664,290329,13000.0,13116,11000,11000,12000,9300,0,-0.3908775533547685,315000.0
André,Durand,1968-10-24,150-328-468,3039,280000.0,1,2,1,37.0,-2,-1,-1,-2,-2,-2,2035.0,11009,9360,7480,4402,3646,11009.0,9370,7486,4402,3646,6059,0,-0.8755101784784133,294000.0
Jean,Guedon,1966-10-23,549-656-198,3040,170000.0,1,1,2,39.0,0,0,0,0,0,0,171160.0,187853,171095,137986,141319,139463,13000.0,6154,15000,6000,7000,5000,0,0.8395503761922545,178500.0
Michèle,Beaumont,2010-09-22,592-171-898,3042,50000.0,1,2,2,-5.0,0,0,0,0,0,0,23469.0,23110,22792,20861,19116,15286,1437.0,1236,649,831,568,226,0,-0.9531514325046916,52500.0
Olivier,Bouvier,1967-09-30,696-280-934,3043,380000.0,1,2,1,38.0,-2,-2,-2,-1,-1,-2,0.0,0,990,2086,0,4069,0.0,990,2086,0,4069,10000,0,0.9602894659626754,399000.0
Michèle,Guedon,1957-09-15,828-908-255,3045,430000.0,1,1,1,48.0,-2,-2,-2,-2,-2,-2,4469.0,52213,46935,0,46987,882,,46935,0,46987,882,0,0,1.674277447500344,451500.0
François,Gillet,1967-09-20,959-997-939,3046,180000.0,1,1,1,38.0,-1,-1,-1,-1,-1,-1,326.0,326,326,326,326,326,326.0,326,326,326,326,326,0,0.2075907933982833,189000.0
Luc,Leconte,1964-09-27,676-754-491,3047,330000.0,2,2,1,41.0,1,2,2,2,2,2,289884.0,283863,301265,306752,313710,309446,0.0,22200,12000,12000,978,23500,0,0.7960713078151398,346500.0
Monique,Couderc,1979-10-27,459-441-842,3048,250000.0,2,1,2,26.0,-1,-1,-2,-2,-1,-1,7374.0,0,0,0,2546,0,0.0,0,0,2546,0,0,0,-0.2111492637549841,262500.0
Michel,Fontaine,1967-10-09,119-432-291,3049,480000.0,2,1,1,38.0,0,0,0,0,0,0,384150.0,392013,361178,305024,289379,295768,15000.0,16000,12008,11000,11000,11000,0,0.3843136141002056,504000.0
Virginie,Demay,2010-10-02,445-394-234,3050,210000.0,1,2,2,-5.0,-1,-1,-1,2,-1,0,1890.0,3037,2429,823,1089,1451,3037.0,1200,0,1089,1201,1031,0,0.380993553301109,220500.0
Didier,Durand,1979-10-22,302-770-773,3051,160000.0,1,2,2,26.0,0,0,0,0,-1,0,,24306,17671,22121,40835,37471,8026.0,7804,7730,67296,1340,1280,0,0.3701036259584014,168000.0
Sandrine,Rousseau,1976-10-04,814-187-444,3052,3900000.0,1,5,2,29.0,1,2,0,0,0,0,407399.0,397464,395333,367400,304990,304303,0.0,14414,14411,76000,15000,13000,0,1.3355359609357136,4095000.0
Jacques,Gillet,1935-10-19,662-795-964,3053,280000.0,1,1,1,,1,-2,-2,-2,-2,-1,-136.0,-496,-856,-1216,-1576,4266,360.0,360,360,317,6252,8,0,2.1594820132050967,294000.0
